GK,work_rate_att,special,overall,potential,pac,sho,pas,dri,def,phy,international_reputation,skill_moves,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_reflexes,Attack,Mid,Def,gk,eur_value
0,3,1969,83,92,91,76,75,89,33,56,3,5,77,77,43,74,76,92,78,65,68,85,93,89,90,82,85,82,59,74,47,65,54,36,78,84,75,73,29,30,33,6,6,13,80,79,54.8,0,400
0,3,2055,83,88,73,71,77,89,62,70,2,4,62,74,42,88,59,90,63,47,78,88,82,66,90,84,90,76,56,88,59,66,77,79,74,81,58,79,55,63,61,7,14,9,77.75,81.75,71.5,0,340
0,2,1758,83,87,70,45,51,52,84,81,2,2,47,37,79,68,30,47,36,44,58,56,68,72,57,76,50,72,90,68,84,48,89,85,24,27,38,73,85,84,87,9,11,15,52.875,53.375,75.5,0,285
1,2,1284,83,89,85,79,75,86,51,82,3,1,12,15,12,32,16,15,19,20,23,15,54,48,58,77,50,24,68,42,73,17,26,21,12,58,24,30,16,13,17,85,79,86,0,0,0,83,255
0,3,2171,83,91,85,78,80,86,62,70,3,3,82,78,54,82,75,88,81,81,71,86,86,84,85,76,84,82,72,79,69,76,63,66,76,82,68,79,63,59,63,11,15,14,79.75,80.5,70.8,0,385
0,2,2098,83,88,73,70,80,83,70,71,3,3,77,66,55,83,69,84,74,67,78,85,71,75,81,82,70,77,63,84,69,73,61,78,80,82,66,85,67,75,61,6,15,8,77.125,80.375,74.3,0,340
0,2,1630,83,89,65,41,51,49,83,81,2,2,30,20,85,76,29,42,28,30,61,63,51,76,33,80,32,77,38,65,94,62,81,82,26,30,32,72,81,86,82,15,7,15,52.5,54.375,75.2,0,305
1,2,1320,83,89,81,76,82,87,63,78,2,1,20,14,14,15,18,21,12,20,30,30,64,63,60,86,40,42,58,38,68,18,35,25,16,60,17,58,9,15,8,81,76,87,0,0,0,83,260
0,3,2218,83,88,85,74,80,80,78,76,3,3,75,72,75,84,68,80,76,75,79,82,85,85,76,84,72,77,67,86,68,78,84,82,79,82,60,81,74,79,78,13,8,9,79.25,81.375,80.1,0,340
0,2,2114,83,88,74,65,76,76,83,83,3,3,79,66,75,82,30,75,71,45,74,80,73,75,71,79,69,75,77,89,80,53,83,83,68,72,91,80,79,88,85,13,12,8,73.25,75.625,82,0,295
0,3,2032,83,86,93,73,74,87,45,66,3,4,73,79,59,79,71,87,70,60,65,87,93,93,86,82,84,71,70,77,61,62,63,55,83,78,61,75,37,43,41,14,14,14,80.75,79,62.4,0,325
0,3,1935,83,90,82,81,57,78,29,84,3,3,42,88,84,68,80,78,64,56,42,78,80,83,79,78,75,81,83,84,85,67,83,31,85,61,77,78,15,23,32,13,7,7,78.75,70.125,52.1,0,370
0,3,1949,83,85,75,74,83,83,30,66,2,3,86,72,45,86,67,82,81,77,70,85,78,72,85,80,83,75,53,76,63,80,62,43,77,86,64,79,23,26,17,13,7,11,77.625,79.125,54.4,0,315
0,2,1869,83,89,71,38,68,69,84,76,3,2,72,33,80,80,31,65,49,32,78,76,69,72,66,81,68,53,85,75,74,35,80,84,46,51,31,79,85,85,86,6,6,13,61.125,67,80.4,0,305
0,2,1967,83,86,53,57,77,74,80,83,3,3,66,56,73,84,50,79,77,50,86,78,52,53,45,74,50,59,68,84,88,58,75,84,62,78,60,89,77,85,71,6,6,14,68.25,74.625,78,0,275
0,2,2109,83,88,74,64,71,71,82,79,3,2,69,51,72,79,70,69,72,63,73,75,72,75,68,77,66,83,87,79,78,74,80,86,58,58,61,74,80,85,83,15,10,15,69,70.75,79.4,0,295
0,2,1935,83,84,82,74,78,88,28,55,3,5,81,74,45,78,71,88,79,75,74,88,85,80,92,75,85,76,62,75,51,72,40,38,79,79,72,82,25,23,19,15,9,6,78.25,78.375,51.6,0,305
0,3,2011,83,86,73,60,67,69,83,85,3,2,53,52,80,76,45,70,60,70,76,73,69,76,57,79,51,81,79,76,92,64,78,83,41,59,62,82,83,85,83,13,10,11,66.125,68.125,78.9,0,275
0,3,2101,83,86,77,81,79,85,46,77,3,4,72,83,72,83,79,87,80,67,75,85,77,77,82,82,81,79,81,86,76,80,66,37,84,83,72,78,30,59,42,8,11,10,82,81.25,62.7,0,330
0,2,2029,83,86,68,62,69,74,82,87,3,2,50,56,76,82,55,76,48,53,79,77,67,68,58,76,60,77,67,87,89,64,88,85,69,69,52,84,80,85,78,9,7,15,70.875,73.875,79.8,0,275
0,3,1983,83,83,80,77,79,83,28,76,2,3,80,79,65,81,75,86,76,62,82,85,81,79,75,80,63,77,70,81,81,73,61,25,80,78,74,70,25,21,23,11,16,16,80.25,79,53.8,0,270
1,2,1334,83,85,86,79,73,85,62,79,2,1,19,18,16,32,13,15,15,14,31,21,60,64,65,84,62,20,82,36,73,18,38,25,9,45,16,55,13,15,13,86,79,85,0,0,0,83,215
0,2,1783,83,88,68,41,58,65,85,76,3,2,49,25,78,71,27,61,45,16,71,71,68,68,61,78,60,65,71,69,80,60,74,85,32,50,41,82,87,86,82,8,10,13,57.375,61.875,77,0,290
1,2,1246,83,88,80,85,71,90,56,78,2,1,11,11,12,33,19,19,15,13,31,23,57,56,70,79,30,23,75,30,52,17,25,19,12,44,21,58,14,12,19,80,85,90,0,0,0,83,250
0,2,1884,83,85,67,46,68,66,84,78,2,2,54,36,85,77,50,65,63,22,74,71,60,73,58,81,49,66,67,73,81,48,81,85,51,72,42,75,83,85,79,11,15,10,63.375,68.25,78.5,0,265
0,2,2045,83,84,76,60,70,77,83,81,2,2,60,50,69,82,32,75,33,43,74,79,78,75,75,79,82,80,85,88,76,67,84,87,67,72,54,80,80,87,85,8,6,13,71.625,75.125,80.9,0,245
0,3,2012,83,83,81,83,73,85,29,63,2,3,67,86,78,80,86,85,83,76,64,84,84,79,88,86,77,79,68,70,59,80,63,36,85,68,80,73,20,21,18,12,16,13,81.75,77.125,52.7,0,260
0,3,1968,83,84,83,84,61,79,38,76,3,3,55,86,75,70,86,79,70,51,49,80,81,85,77,85,63,86,77,77,74,76,77,40,86,62,78,81,31,33,32,6,8,6,80,72.75,56.5,0,305
0,3,1886,83,83,63,56,59,54,83,81,3,2,52,53,83,71,56,41,50,39,66,64,62,64,69,78,62,69,86,76,80,56,90,85,49,45,44,84,81,83,84,12,5,12,59.625,60.25,76.5,0,200
0,3,2066,83,83,71,75,83,85,58,64,3,4,77,73,63,87,78,88,83,69,83,87,69,72,79,83,58,78,49,67,64,76,65,69,78,86,75,79,49,59,51,14,9,12,79.5,81.75,68.3,0,255
0,2,2089,83,83,52,77,87,78,61,69,2,3,84,75,63,90,72,78,87,90,87,83,55,50,69,79,72,80,55,76,72,80,58,68,79,85,83,74,59,61,51,5,9,8,76.625,80.25,69.5,0,255
0,2,1874,83,83,70,68,76,87,34,49,3,4,60,76,42,84,75,87,74,63,73,85,76,65,92,81,88,56,66,80,39,55,30,56,80,82,78,81,30,24,27,11,9,13,75.375,78.625,54,0,260
0,3,2197,83,83,78,77,82,83,67,73,3,3,82,70,60,84,78,83,78,78,80,85,78,78,81,82,77,84,69,87,69,86,68,72,78,82,68,82,60,72,68,10,14,14,79.125,81.75,74.4,0,265
0,2,1809,83,83,60,83,57,64,43,83,3,2,38,87,93,74,85,64,62,32,37,73,54,64,38,85,35,83,55,84,89,74,72,39,88,68,81,78,29,48,26,6,12,8,76.125,68.75,56,0,270
0,3,2164,83,84,90,63,73,76,80,81,3,2,78,51,73,75,57,77,76,71,67,76,86,93,70,81,72,86,83,90,77,68,78,78,66,69,63,75,79,84,83,12,6,8,72.875,74.125,79.7,0,240
0,2,2032,83,83,57,67,73,71,80,88,2,3,59,64,79,82,55,72,73,42,78,82,52,61,43,82,31,79,75,86,91,66,87,85,70,77,57,85,75,83,78,7,16,13,72.25,75.375,79.8,0,210
0,2,1917,83,86,70,51,67,58,84,78,3,2,55,48,81,78,36,43,53,45,70,73,72,69,72,81,59,57,83,70,81,53,81,85,50,64,57,76,85,84,86,5,11,12,61.75,65.625,78.9,0,270
0,2,1864,83,84,76,39,62,67,85,75,3,2,49,28,83,74,55,64,44,33,69,72,72,79,64,81,61,63,82,68,78,36,73,84,35,59,48,78,86,85,82,11,8,15,59.625,64.125,77.6,0,245
0,3,1987,83,83,90,78,71,83,35,65,3,3,77,76,65,75,84,82,65,65,51,84,90,90,85,80,81,78,73,92,55,80,54,40,88,78,62,79,24,32,32,8,5,11,80.5,77.625,56,0,245
0,3,1961,83,83,84,81,79,87,27,57,2,4,73,83,34,79,75,86,86,89,75,87,88,81,92,82,93,79,34,77,42,81,75,26,84,82,77,88,23,29,28,6,3,3,80.375,80.125,52.2,0,250
0,2,2006,83,83,81,74,81,85,39,55,3,4,82,73,54,81,81,85,88,72,78,84,84,79,87,84,81,72,68,69,46,74,57,40,79,82,71,80,30,42,43,8,11,5,78.375,79.125,58.5,0,255
0,3,2104,83,83,72,78,71,74,65,87,3,3,72,84,90,75,86,74,64,49,65,77,68,76,67,86,53,78,85,87,87,58,88,66,89,74,76,80,56,64,64,10,8,15,78.625,75.875,72.3,0,235
0,3,2141,83,83,73,75,80,84,65,74,3,4,74,79,67,86,72,85,77,66,77,86,74,72,83,78,76,72,73,90,67,72,74,68,77,83,70,80,60,67,62,6,15,11,78.875,81.375,72.8,0,250
0,2,1862,83,83,64,47,63,64,83,77,3,2,58,48,84,73,38,60,38,52,64,68,62,65,63,82,61,62,82,68,81,31,79,83,51,57,56,82,84,83,83,14,6,7,61.75,63.75,76.9,0,200
0,2,2086,83,83,69,70,85,84,62,67,3,4,80,65,45,88,65,83,83,81,85,85,71,67,84,78,86,74,58,66,67,77,69,70,75,85,67,82,57,69,61,13,8,10,75.625,80.5,70.9,0,255
1,2,1350,83,83,85,81,80,82,55,79,3,1,12,12,11,31,17,20,10,16,30,23,53,57,61,80,54,38,79,45,77,11,39,22,13,63,32,53,13,13,11,85,81,82,0,0,0,83,175
1,2,1299,83,84,81,82,83,83,51,80,3,1,13,13,10,40,8,15,12,13,31,25,48,54,55,80,58,23,69,45,68,12,38,21,15,58,24,57,11,19,12,81,82,83,0,0,0,83,210
0,3,2062,83,83,74,78,85,87,37,69,3,4,84,76,59,85,79,89,90,91,82,90,76,72,79,75,80,78,48,73,74,83,57,37,77,87,76,83,29,36,39,11,15,12,79.75,81.25,58.5,0,245
0,2,2078,83,84,68,62,76,77,79,81,2,2,65,61,71,86,56,74,68,61,80,84,67,68,73,81,71,71,70,89,77,56,83,84,65,73,56,83,76,82,80,6,11,7,72,76.5,79.9,0,245
0,3,2006,83,83,65,85,75,84,35,65,3,3,70,87,79,74,85,84,85,77,70,88,66,65,77,85,69,83,69,71,63,84,61,34,86,83,84,87,23,36,25,12,11,5,81.125,78.25,55,0,165
0,2,2143,83,83,79,69,76,74,81,80,3,2,86,65,74,78,67,74,80,47,69,76,73,84,66,82,66,77,76,79,79,68,83,81,73,72,65,82,79,84,83,14,11,12,74.25,74.875,80.1,0,145
0,2,1952,83,83,43,64,66,64,84,80,3,2,62,58,85,69,49,62,55,74,72,73,39,46,57,77,38,80,79,74,85,68,74,84,49,63,69,79,84,85,82,14,6,14,63.625,66,76.6,0,190
0,3,2185,83,83,87,66,75,81,78,85,2,3,85,58,64,77,70,82,69,66,69,81,88,87,75,86,83,85,70,90,85,62,83,80,75,71,55,82,78,83,77,16,11,7,76.5,77.375,80.5,0,170
1,2,1355,83,84,83,82,82,86,61,80,2,1,18,12,16,44,15,12,13,15,46,40,62,60,62,80,47,36,60,35,62,14,33,20,14,59,26,52,14,14,13,83,82,86,0,0,0,83,190
0,2,2186,83,83,76,72,77,85,75,84,3,4,65,66,69,86,73,87,65,55,80,86,75,77,82,80,74,85,77,77,92,72,74,80,71,79,67,89,70,80,71,16,14,14,78,80.125,78,0,250
0,2,2089,83,83,70,69,85,86,63,65,3,4,78,67,60,89,70,86,78,76,86,88,73,67,80,84,82,72,67,74,66,70,52,70,76,86,72,80,58,66,62,5,4,7,77.75,81.75,71.5,0,200
0,2,2046,83,83,68,65,69,67,86,80,2,2,69,64,80,74,44,62,59,51,77,74,67,69,64,76,72,73,84,79,79,67,81,82,58,63,68,80,88,88,84,6,7,14,68.125,69.75,79.5,0,175
0,2,2129,83,83,69,63,81,80,75,75,3,3,74,50,54,86,78,77,71,76,84,85,70,68,76,82,78,77,62,82,70,75,83,84,55,80,72,80,70,80,78,14,12,7,71.125,77.25,78.2,0,175
1,2,1200,83,83,77,84,76,80,44,83,3,1,11,12,10,28,14,11,10,11,23,23,34,52,48,79,47,22,68,42,66,11,36,16,11,53,21,62,14,13,14,77,84,80,0,0,0,83,60
0,3,2120,83,83,65,76,85,85,61,63,3,4,85,75,58,86,72,85,86,78,83,87,68,63,79,82,91,77,70,68,59,78,64,65,79,86,80,88,58,64,52,6,9,15,78.375,81.375,69,0,195
0,2,1984,83,83,65,53,71,68,82,77,4,2,63,42,68,79,51,58,63,50,75,80,67,64,72,83,78,76,75,76,74,55,88,88,51,68,60,86,81,83,82,6,10,5,64.25,69.625,79.3,0,105
0,2,1976,83,83,69,78,86,82,38,57,3,3,86,72,32,84,80,82,88,86,86,85,70,69,77,77,85,86,30,62,57,84,55,45,74,88,76,83,32,41,37,9,5,12,76.625,79.375,56.9,0,155
0,3,1949,83,83,81,79,81,86,24,64,3,5,82,75,46,81,75,87,86,79,79,86,84,78,92,80,77,85,39,74,62,83,62,31,77,80,72,79,15,22,20,5,10,6,79.375,79.5,51.5,0,245
0,2,2115,83,83,68,64,73,70,81,82,3,2,57,50,81,82,74,64,62,71,82,78,69,68,68,80,72,81,78,78,83,74,84,87,55,72,75,84,75,84,82,10,7,9,68.5,72.375,79.4,0,105
1,2,1291,83,83,80,83,82,82,57,82,3,1,11,14,13,19,11,10,11,11,22,23,50,63,50,82,60,24,73,34,72,15,32,22,13,65,24,60,12,22,24,80,83,82,0,0,0,83,105
0,3,1962,83,83,83,76,81,88,18,60,3,5,88,70,41,79,80,89,92,78,75,87,85,82,91,78,84,83,63,69,54,83,62,24,75,80,74,79,10,17,13,12,14,15,78.25,78.375,48.1,0,155
0,2,2161,83,83,63,82,80,76,70,83,4,3,67,82,72,84,68,78,82,86,81,82,61,64,58,82,56,86,63,73,92,80,78,60,80,85,89,83,68,77,74,13,14,8,78.875,79.25,74.3,0,125
1,2,1293,83,83,86,74,58,85,58,80,4,1,13,12,25,21,14,25,25,13,22,23,59,57,62,77,46,28,77,43,70,13,23,22,16,65,24,70,11,11,13,86,74,85,0,0,0,83,35
1,2,1266,82,94,88,78,72,88,50,78,3,1,12,12,12,34,8,24,12,14,24,28,46,54,64,74,38,24,72,34,72,18,30,26,14,50,24,68,12,14,16,88,78,88,0,0,0,82,285
0,3,2001,82,91,94,77,72,86,35,70,2,3,76,78,72,75,64,87,82,62,64,84,93,94,89,79,82,78,66,80,70,77,58,32,82,69,63,76,26,32,35,8,12,14,80.875,77.25,56.5,0,345
0,2,1978,82,88,73,49,70,77,81,83,2,2,54,39,72,80,36,78,49,37,78,80,75,72,66,78,62,72,78,86,82,51,85,81,60,75,45,74,80,84,82,11,15,10,68.25,73.5,79.3,0,260
0,3,2205,82,89,74,76,78,78,76,83,2,3,67,75,82,85,62,77,66,73,82,80,79,69,77,82,73,82,89,86,81,78,81,76,79,79,70,74,72,78,71,7,10,14,78.5,79.5,77.7,0,305
0,2,2026,82,86,80,78,77,87,31,75,3,4,76,78,49,80,75,88,80,73,72,88,79,80,84,76,91,84,69,74,78,76,71,28,79,78,72,85,24,33,30,15,9,15,79.5,78.125,54.8,0,290
0,3,2178,82,83,80,71,82,81,72,74,2,2,72,69,60,87,47,79,77,81,84,84,84,77,83,77,86,78,76,79,72,76,73,74,77,84,67,83,73,75,69,14,13,12,77.5,80.75,75.9,0,260
0,3,1929,82,90,92,76,72,86,29,70,2,4,75,79,58,76,68,87,70,52,64,89,93,92,82,76,77,78,66,73,76,74,54,31,78,73,58,79,17,29,28,12,8,15,80.5,77.25,53.5,0,325
0,2,1652,82,88,72,27,58,58,82,78,2,2,35,20,80,74,24,55,30,27,69,64,64,78,48,81,39,44,71,60,91,25,70,80,27,61,38,70,82,86,80,11,8,14,53,59.625,75.4,0,260
0,3,1995,82,88,84,76,77,86,34,65,2,4,77,73,48,80,70,86,79,80,70,87,84,84,85,80,79,80,49,83,63,82,52,34,80,78,72,83,28,36,32,14,15,12,79.375,78.75,56,0,305
0,3,1903,82,87,92,79,65,81,28,65,3,3,69,86,74,76,81,81,62,42,55,82,93,92,79,84,76,74,77,78,59,67,63,37,85,57,68,70,17,20,19,9,9,9,80.375,74.125,52.5,0,305
0,2,2087,82,88,68,71,78,78,71,81,3,3,61,68,69,84,63,81,82,68,83,80,71,66,67,79,64,80,58,78,85,73,81,76,77,83,55,78,65,77,64,12,9,8,75.75,78.625,74.6,0,300
0,2,2052,82,90,90,79,71,86,41,74,3,4,74,81,70,75,74,88,81,54,58,84,92,89,85,81,82,84,80,79,76,70,59,42,80,72,81,79,35,39,36,9,8,11,81.25,76.625,59.4,0,330
0,3,2002,82,85,89,81,76,83,29,67,2,4,75,82,60,76,68,83,75,76,69,82,86,91,87,81,78,82,82,81,61,83,60,27,79,81,72,78,25,24,27,10,13,13,80.125,78,53.5,0,280
0,3,2025,82,83,83,73,81,82,43,67,2,3,85,73,52,81,54,82,82,75,75,83,85,82,81,85,78,77,67,90,57,78,65,44,81,82,56,72,31,50,44,9,16,7,78.625,80.125,62.2,0,260
0,2,2092,82,90,73,69,78,81,77,75,3,3,69,71,83,85,30,82,63,60,80,84,72,73,76,82,68,74,79,80,76,70,66,78,79,79,54,80,69,82,77,7,13,9,78,80.125,78.3,0,320
0,2,1799,82,82,68,41,59,61,83,81,3,2,45,39,82,75,40,57,32,30,70,64,65,70,63,77,57,46,92,83,78,41,84,83,34,50,47,74,82,84,79,9,11,7,56.625,61.5,77,0,180
0,2,1872,82,82,77,79,64,79,24,70,3,3,60,87,76,72,80,79,72,58,50,81,76,78,76,80,77,76,77,67,74,60,62,34,87,66,80,80,12,16,14,12,12,8,78.5,71.625,48.6,0,215
0,2,1999,82,82,64,77,80,83,43,76,2,3,73,75,68,85,81,86,82,68,76,88,62,66,73,81,48,76,49,72,79,83,80,54,74,85,67,83,33,40,37,14,15,7,78.625,79.375,61.7,0,225
0,3,2068,82,88,81,69,82,85,61,71,3,4,73,62,42,87,76,88,78,68,82,87,85,77,76,68,79,79,63,83,65,75,71,70,69,88,59,72,52,69,63,9,5,7,75.625,80.75,70.7,0,300
1,2,1225,82,87,79,80,78,83,52,82,2,1,17,14,11,23,15,14,24,20,23,12,50,53,62,80,43,19,63,31,67,12,27,23,11,45,24,29,18,11,11,79,80,83,0,0,0,82,215
0,2,2117,82,85,73,74,80,81,65,69,2,4,69,71,76,86,63,81,78,69,82,84,73,73,78,81,71,81,83,79,63,80,68,69,77,83,65,73,53,73,58,9,14,8,78.375,80.5,71.7,0,275
0,2,1838,82,86,74,40,64,63,82,79,2,2,68,27,78,70,34,59,34,56,65,68,73,75,63,82,50,70,74,65,83,40,89,79,33,57,40,73,82,84,81,14,15,8,58.25,61.625,76.8,0,245
0,3,1966,82,85,82,76,78,84,36,63,2,4,82,74,69,81,67,86,80,54,75,83,88,77,81,83,71,82,64,71,62,81,56,43,80,78,57,80,29,29,31,8,11,9,80.125,78.75,57.1,0,280
0,2,1692,82,86,63,35,52,56,83,74,2,2,35,34,81,67,27,47,34,28,69,66,60,65,60,78,54,43,85,60,77,31,83,84,29,41,37,75,85,82,84,14,13,12,52.125,55.875,74.5,0,240
0,2,1961,82,86,71,56,63,61,82,79,2,2,51,42,78,74,37,53,72,51,77,70,70,72,67,75,64,81,89,72,78,74,86,82,48,46,39,72,85,81,84,12,16,11,61.875,63.875,77,0,240
0,3,2009,82,82,77,61,76,77,73,80,2,2,67,67,32,89,34,72,46,48,80,82,76,78,77,79,89,63,77,92,69,54,92,81,67,75,42,79,72,79,80,15,8,9,71,77.375,78.1,0,180
0,3,2265,82,84,85,79,78,82,76,76,3,3,77,76,70,82,87,79,73,79,75,84,86,84,87,79,84,82,74,90,68,82,79,77,82,75,76,79,73,79,78,9,8,10,79.875,80.25,78.5,0,220
0,3,2108,82,85,73,80,74,74,67,79,2,2,63,82,74,83,82,72,62,44,75,81,73,73,67,84,64,78,74,92,74,78,76,68,84,78,75,80,59,74,62,12,6,10,78.5,79.125,73,0,275
0,3,1964,82,82,92,77,74,85,33,68,3,4,76,75,48,80,72,87,70,58,59,82,91,92,86,81,78,85,75,73,68,78,59,38,78,77,57,77,28,30,33,10,12,10,79.75,77,55.7,0,230
0,3,1960,82,87,93,71,74,85,46,61,3,4,73,73,38,81,59,85,64,49,67,84,94,92,91,79,92,68,60,75,64,70,34,26,81,75,63,74,48,58,54,15,12,9,78,78,60.4,0,295
0,3,1911,82,87,82,75,81,87,23,51,3,4,81,70,50,83,72,87,84,80,75,89,84,80,86,78,86,78,50,77,50,82,23,20,76,82,72,76,19,23,18,15,15,9,78.625,79.375,49.2,0,295
0,3,1946,82,89,93,70,75,88,26,61,3,4,76,70,40,79,68,89,84,78,62,87,93,93,93,78,79,72,72,78,59,65,40,25,78,74,78,76,20,30,22,12,16,11,78.25,77.25,51.2,0,310
0,2,2045,82,87,72,63,71,65,81,85,2,2,67,52,83,76,52,66,54,77,77,70,70,74,56,76,40,83,77,80,87,72,90,80,53,66,70,77,79,82,83,11,14,9,67.125,69.75,78.3,0,250
0,2,2045,82,83,71,59,69,68,81,83,3,3,75,50,82,72,49,67,67,57,73,68,70,71,72,77,64,79,85,79,82,63,92,80,57,57,64,74,79,82,80,7,8,10,66.375,67.625,77.7,0,210
0,2,2049,82,85,93,74,75,86,45,62,3,4,75,72,50,77,70,88,69,74,74,82,95,92,94,75,87,79,71,68,56,71,67,50,78,73,75,79,39,43,51,9,10,14,78,77.375,61.3,0,280
0,3,1975,82,85,86,83,75,83,25,66,3,4,75,83,65,78,73,85,81,70,64,82,87,86,79,81,77,83,65,80,62,86,60,29,83,78,71,78,17,19,23,11,13,10,81.25,78,51.7,0,280
0,2,1815,82,82,62,50,58,58,85,77,2,2,25,37,77,70,39,57,62,56,75,67,65,60,33,83,35,75,68,69,84,60,73,84,20,59,72,83,86,86,85,11,9,11,56.375,61.125,76,0,170
0,2,1991,82,85,50,66,79,72,72,78,3,3,66,49,62,85,50,70,68,70,86,80,48,51,53,83,61,88,39,78,76,83,92,77,77,82,59,74,71,73,68,7,8,13,70.75,76.125,74.4,0,275
0,3,2099,82,82,81,75,81,86,53,68,2,3,75,78,41,85,57,88,80,76,76,83,86,76,89,79,84,70,69,78,67,79,56,69,79,87,74,80,29,67,58,16,16,9,79,82,67,0,230
0,3,2165,82,82,79,77,81,83,61,69,3,4,77,77,45,82,77,82,83,76,81,82,83,76,87,82,84,74,67,90,59,78,68,68,85,86,76,85,62,64,52,15,14,15,78.75,81.625,70.4,0,230
0,2,1923,82,86,67,82,65,76,37,77,2,3,54,84,84,79,80,79,68,71,48,80,65,68,60,81,50,83,72,67,87,76,65,35,85,63,80,73,29,32,30,15,14,8,78.375,71.875,54.5,0,290
0,3,2039,82,82,81,78,81,83,37,78,2,5,82,78,69,83,74,86,83,75,77,84,81,81,77,80,69,78,68,82,78,82,73,54,78,79,69,74,36,21,23,9,5,14,80.5,79.75,59.4,0,230
1,2,1209,82,84,82,82,64,84,49,81,2,1,14,11,16,30,11,19,12,11,25,17,47,51,45,81,43,21,73,39,69,13,32,21,10,41,22,52,10,18,14,82,82,84,0,0,0,82,180
0,1,2009,82,82,74,48,68,70,81,81,3,2,55,31,68,78,61,63,35,45,76,74,74,74,78,80,92,65,92,79,77,59,89,86,58,72,62,78,78,84,82,14,7,6,63.875,69.875,78.6,0,170
0,2,1833,82,83,58,42,64,60,83,81,2,2,54,37,77,75,39,53,67,46,70,71,54,61,56,77,58,59,78,74,85,38,82,83,39,56,46,72,83,84,85,12,8,14,57,61.875,77.3,0,200
0,3,2073,82,83,83,77,78,85,46,65,3,4,74,72,37,80,76,85,82,78,76,83,87,79,88,80,92,85,63,74,62,81,64,65,78,79,65,79,40,41,48,13,12,11,77.75,79.25,62.7,0,265
0,3,2111,82,82,91,74,75,87,61,65,3,5,78,67,58,77,68,90,76,69,69,83,90,92,91,76,83,84,75,75,57,80,70,62,78,72,65,76,60,60,68,5,5,9,78.75,77.75,69.4,0,215
0,2,2016,82,82,92,77,77,85,32,64,3,5,76,71,51,78,73,85,79,78,71,83,96,88,91,76,90,86,61,74,63,84,55,32,77,78,77,73,28,31,30,13,15,5,78.75,77.375,54.5,0,240
0,3,2057,82,84,83,61,71,77,80,76,2,3,79,54,67,77,45,76,64,39,67,76,82,83,83,76,76,74,69,87,71,69,76,79,72,64,46,75,81,83,86,10,11,7,71.75,73.875,78.9,0,220
0,2,2062,82,82,50,73,73,68,83,83,2,2,53,72,81,81,66,67,66,70,82,80,49,51,54,75,36,85,74,79,88,64,78,85,82,74,72,73,85,84,75,14,11,8,72.75,74.375,78.2,0,170
0,2,2103,82,85,64,66,70,74,82,91,2,2,63,63,73,78,60,74,62,57,70,76,60,68,71,84,66,79,81,88,93,63,90,84,65,67,65,76,79,86,79,6,14,16,71.125,73.125,80.1,0,230
0,2,2045,82,82,92,79,75,86,47,63,2,4,73,76,56,77,82,87,52,73,75,85,93,91,89,79,83,83,62,70,62,83,56,49,74,79,72,74,38,53,40,7,7,13,79.75,79.125,61.5,0,215
0,2,2060,82,82,83,76,78,87,48,66,2,5,76,76,53,81,68,87,80,72,73,88,85,82,92,77,84,76,68,78,62,78,58,51,77,79,74,84,45,49,42,6,13,9,79.375,79.875,62.7,0,215
0,2,2173,82,82,71,84,79,79,65,74,2,3,76,84,64,83,86,78,79,69,69,83,74,69,71,84,78,84,73,82,70,86,74,70,86,83,80,83,63,65,57,7,10,12,80.75,80.375,71.4,0,230
0,1,1889,82,82,80,83,70,79,26,77,4,4,68,84,66,75,74,81,78,78,55,85,77,82,70,68,50,89,75,66,85,74,70,30,77,70,92,81,16,22,20,2,2,2,78.125,72.75,50.2,0,245
0,3,2114,82,83,68,75,79,81,65,75,3,3,75,72,58,84,79,81,70,70,80,82,67,68,76,81,75,81,67,89,69,74,73,69,82,80,75,81,60,70,67,6,11,8,76.875,79.375,72.8,0,255
1,2,1250,82,84,83,77,74,87,49,78,3,1,12,12,16,32,14,11,16,14,36,22,51,47,55,81,51,15,71,45,65,14,40,15,14,48,18,65,11,13,12,83,77,87,0,0,0,82,180
0,3,2096,82,82,66,81,84,79,52,70,3,3,86,81,60,84,75,79,87,89,78,84,65,66,72,78,61,82,70,86,67,84,57,37,80,84,80,81,55,56,55,13,8,12,78.5,79.25,64.8,0,230
0,2,1971,82,82,80,73,77,89,33,56,3,4,77,74,46,77,73,91,83,78,70,85,86,75,93,83,87,69,72,76,49,74,46,38,76,78,75,86,24,36,25,13,16,7,77.625,78.5,54,0,230
0,2,2094,82,82,77,74,79,81,53,81,3,4,83,73,71,79,79,84,79,74,74,85,76,78,72,75,57,78,68,79,84,71,81,53,80,81,77,77,49,60,30,14,15,15,78.875,78.5,65.7,0,225
0,3,2183,82,84,72,70,83,76,76,81,2,3,81,67,65,85,72,74,80,74,83,80,73,71,73,79,71,75,81,93,76,71,80,79,76,82,64,78,73,80,76,7,13,13,75.25,79.125,79.2,0,215
0,2,2053,82,82,71,84,82,82,39,69,2,3,81,86,63,83,80,82,80,69,80,86,74,69,75,85,76,81,66,76,69,80,63,41,85,84,89,86,32,38,34,12,7,9,81.25,81.25,59.1,0,220
